agency_id,route_id,route_name
DIMTS,12,849UP
DIMTS,1807,940AUP
DIMTS,996,923AUP
DIMTS,10130,954UP
DIMTS,697,850DOWN
DIMTS,343,253UP
DIMTS,954,778DOWN
DIMTS,1017,893ADOWN
DIMTS,505,828UP
DIMTS,1272,703UP
DIMTS,10601,824LSTLUP2
DIMTS,1834,890UP
DIMTS,10602,73AUP
DIMTS,1263,763AUP
DIMTS,10603,724ADOWN2
DIMTS,10604,MC127DOWN
DIMTS,2087,232UP
DIMTS,1122,148STLDOWN
DIMTS,10605,MC137DOWN
DIMTS,10606,998ASTLDOWN2
DIMTS,243,133UP
DIMTS,661,801ADOWN
DIMTS,1600,194DOWN
DIMTS,10131,908UP
DIMTS,1710,917DOWN
DIMTS,10607,891LSTLUP
DIMTS,2117,719STLUP
DIMTS,10608,783ADOWN2
DIMTS,10609,356STLUP3
DIMTS,1501,940ADOWN
DIMTS,798,623UP
DIMTS,10610,AIR-06DWN
DIMTS,1720,AIRPORTEXP08STLDOWN
DIMTS,10611,979LNKSTLUP
DIMTS,1747,567UP
DIMTS,1739,836578LTDUP
DIMTS,10612,794STLDOWN2
DIMTS,512,239DOWN
DIMTS,885,807AUP
DIMTS,10613,992ASTLUP
DIMTS,1713,850UP
DIMTS,10614,141STLUP2
DIMTS,1340,836LNKSTLDOWN
DIMTS,1452,724ADOWN
DIMTS,834,981LNKSTLDOWN
DIMTS,2142,988DOWN
DIMTS,820,179DOWN
DIMTS,870,743BDOWN
DIMTS,10615,219LSTLDOWN
DIMTS,1655,998DOWN
DIMTS,206,103LSTLUP
DIMTS,10616,RL-79AUP
DIMTS,721,149UP
DIMTS,10617,921AEXTUP
DIMTS,2143,956LSTLDOWN
DIMTS,414,511AUP
DIMTS,767,817UP
DIMTS,744,849DOWN
DIMTS,850,859DOWN
DIMTS,1743,784UP
DIMTS,742,310UP
DIMTS,10618,RL-75ADOWN
DIMTS,10619,901STLUP
DIMTS,465,892UP
DIMTS,10620,ML96UP
DIMTS,1472,207STLDOWN
DIMTS,884,764MVLSTLUP
DIMTS,1646,701UP
DIMTS,381,131UP
DIMTS,1420,972UP
DIMTS,98,174UP
DIMTS,10141,DW-2LSTLUP
DIMTS,879,85AEXTDOWN
DIMTS,1106,772ASTLUP
DIMTS,1349,992STLUP
DIMTS,1475,892DOWN
DIMTS,10621,RL-75AUP
DIMTS,10143,DW-1DOWN
DIMTS,10622,989AUP
DIMTS,1128,185LSTLUP
DIMTS,10623,149BUP
DIMTS,229,725UP
DIMTS,730,128STLUP
DIMTS,10624,942ADOWN2
DIMTS,1752,129STLUP
DIMTS,10625,191STLUP2
DIMTS,10626,781DOWN2
DIMTS,1952,849STLDOWN
DIMTS,10627,992STLDWN
DIMTS,1200,33LINKSTLUP
DIMTS,1488,539UP
DIMTS,1063,136LSTLUP
DIMTS,377,956UP
DIMTS,1066,156DOWN
DIMTS,647,913UP
DIMTS,1571,883BLTDDOWN
DIMTS,1028,114ADOWN
DIMTS,639,703DOWN
DIMTS,390,261LNKSTLUP
DIMTS,1996,761DOWN
DIMTS,1347,540ACLDOWN
DIMTS,1373,128UP
DIMTS,2080,539AUP
DIMTS,10145,605UP
DIMTS,2112,172STLDOWN
DIMTS,1219,434STLUP
DIMTS,127,73LNKSTLUP
DIMTS,1073,307STLUP
DIMTS,1403,161STLUP
DIMTS,10628,SECRETARIATCIRCULARSERVICE
DIMTS,10629,RL-75STLDOWN
DIMTS,823,790AUP
DIMTS,472,334UP
DIMTS,183,419UP
DIMTS,2051,114CSTLUP
DIMTS,405,772ASTLDOWN
DIMTS,48,205LSTLDOWN
DIMTS,1265,917UP
DIMTS,10630,MC715UP
DIMTS,10631,954STLUP
DIMTS,10632,770ASTLUP2
DIMTS,10633,102ASTLUP
DIMTS,1297,784DOWN
DIMTS,1041,208LNKSTLUP
DIMTS,1424,539BDOWN
DIMTS,172,858DOWN
DIMTS,156,861ADOWN
DIMTS,529,578UP
DIMTS,10634,824STLUP2
DIMTS,1852,109STLDOWN
DIMTS,1045,989DOWN
DIMTS,10635,567BDOWN2
DIMTS,320,567BSTLUP
DIMTS,10636,136ADOWN
DIMTS,887,147LSTLUP
DIMTS,10637,741STLDWN
DIMTS,816,775EDOWN
DIMTS,78,728LNKSTLUP
DIMTS,1914,137ADOWN
DIMTS,10638,938BSTLDOWN
DIMTS,597,764UP
DIMTS,1670,721UP
DIMTS,655,260STLDOWN
DIMTS,1725,523DOWN
DIMTS,458,119LSTLDOWN
DIMTS,10639,588LSTLDOWN
DIMTS,326,147LSTLDOWN
DIMTS,171,872UP
DIMTS,1851,828ADOWN
DIMTS,235,886STLUP
DIMTS,1262,944STLDOWN
DIMTS,1776,307LNKSTLDOWN
DIMTS,768,962LSTLUP
DIMTS,121,883DOWN
DIMTS,312,523ADOWN
DIMTS,580,953LSTLDOWN
DIMTS,10153,375UP
DIMTS,554,893DOWN
DIMTS,10154,522ADOWN
DIMTS,1228,850STLDOWN
DIMTS,10640,885EUP
DIMTS,651,942DOWN
DIMTS,1168,129LSTLUP
DIMTS,10641,MC341UP
DIMTS,54,992UP
DIMTS,321,901CLUP
DIMTS,1832,194UP
DIMTS,219,926STLDOWN
DIMTS,10155,169UP
DIMTS,10156,490DOWN
DIMTS,2054,743BUP
DIMTS,10642,567AUP2
DIMTS,1786,359DOWN
DIMTS,745,221DOWN
DIMTS,10643,887AUP
DIMTS,258,274AUP
DIMTS,9,943LSTLUP
DIMTS,989,172LSTLUP
DIMTS,837,227ASTLDOWN
DIMTS,783,817LNKSTLUP
DIMTS,207,792AUP
DIMTS,1895,780UP
DIMTS,1944,712DOWN
DIMTS,1554,353STLUP
DIMTS,10644,715STLDOWN2
DIMTS,175,147DOWN
DIMTS,10157,DW-4UP
DIMTS,10645,939LSTLUP
DIMTS,1844,CUP 114.00
DIMTS,10646,863DOWN2
DIMTS,10647,108ADOWN
DIMTS,10648,724AUP2
DIMTS,2006,108UP
DIMTS,350,109ADOWN
DIMTS,348,826LINKSTLDOWN
DIMTS,1367,135UP
DIMTS,10649,PMS-CENTRALSECRETARIAT
DIMTS,10650,281STLUP
DIMTS,1092,729BDOWN
DIMTS,1307,740UP
DIMTS,656,391UP
DIMTS,1818,135DOWN
DIMTS,2,819STLDOWN
DIMTS,10651,188STLDOWN
DIMTS,1166,253DOWN
DIMTS,709,137UP
DIMTS,1594,165AUP
DIMTS,1754,172UP
DIMTS,1049,473CLUP
DIMTS,1584,236UP
DIMTS,37,103DOWN
DIMTS,10160,GL-91AUP
DIMTS,1750,836578LTDDOWN
DIMTS,387,113DOWN
DIMTS,1466,522CLDOWN
DIMTS,1040,989UP
DIMTS,673,148STLUP
DIMTS,1434,567BSTLDOWN
DIMTS,10652,934STLUP3
DIMTS,10653,829STLUP2
DIMTS,10161,921EXTDOWN
DIMTS,10163,47AUP
DIMTS,369,193STLUP
DIMTS,1934,833AUP
DIMTS,489,745STLDOWN
DIMTS,1639,929DOWN
DIMTS,1160,981STLDOWN
DIMTS,1888,RL-77DOWN
DIMTS,32,724DOWN
DIMTS,1607,980DOWN
DIMTS,669,161DOWN
DIMTS,1261,171DOWN
DIMTS,460,307LSTLDOWN
DIMTS,897,207DOWN
DIMTS,336,949UP
DIMTS,1651,217DOWN
DIMTS,379,706ADOWN
DIMTS,416,114AUP
DIMTS,10654,741DWN
DIMTS,2046,835UP
DIMTS,1470,219STLUP
DIMTS,1137,540ACLUP
DIMTS,10166,39UP
DIMTS,2108,876STLDOWN
DIMTS,10655,942AUP2
DIMTS,1121,981LNKSTLUP
DIMTS,10167,GL-91DOWN
DIMTS,161,567DOWN
DIMTS,10656,310STLUP
DIMTS,1687,966AUP
DIMTS,537,770ADOWN
DIMTS,903,340DOWN
DIMTS,10657,136LNKSTLUP
DIMTS,1143,505DOWN
DIMTS,10168,RL-77EXTDOWN
DIMTS,10658,114CSTLDWN
DIMTS,126,113UP
DIMTS,1825,102ADOWN
DIMTS,10659,801LINKSTLUP
DIMTS,1973,156UP
DIMTS,10660,794AUP2
DIMTS,10661,807BDOWN
DIMTS,10662,MC127UP
DIMTS,817,883EXTDOWN
DIMTS,1941,125EXTDOWN
DIMTS,10663,546STLDOWN
DIMTS,611,307STLDOWN
DIMTS,592,281DOWN
DIMTS,10664,RL-77EXTSTLUP
DIMTS,1314,728EUP
DIMTS,1847,73LNKSTLDOWN
DTC,10169,248UP
DTC,10170,248DOWN
DTC,10171,AIR-08UP
DTC,10172,AIR-08DOWN
DTC,10173,729BUP
DTC,10174,114SPLDOWN
DTC,10175,202DOWN
DTC,10176,03DOWN
DTC,10177,703DOWN
DTC,10178,53UP
DTC,10179,621AUP
DTC,10180,EXPRESS-611BDOWN
DTC,10181,BADARPURBORDERTOGURGAONUP
DTC,10182,745ADOWN
DTC,10183,206AUP
DTC,10184,NDRLYSTGNO-2TOBAHADURGARHUP
DTC,10185,907UP
DTC,10186,364DOWN
DTC,10187,529UP
DTC,10188,830EXTUP
DTC,10189,144ADOWN
DTC,10190,142UP
DTC,10191,206ADOWN
DTC,10192,EXPRESS-764BUP
DTC,10193,905DOWN
DTC,10194,121UP
DTC,10195,164DOWN
DTC,10196,267UP
DTC,10197,233DOWN
DTC,10198,991STLUP
DTC,10199,352UP
DTC,10200,61UP
DTC,10201,233STLDOWN
DTC,10202,DW-5DOWN
DTC,10203,931DOWN
DTC,10204,911UP
DTC,10205,114BSPLDOWN
DTC,10206,EXPRESS-764BDOWN
DTC,10207,203DOWN
DTC,10208,DW-1UP
DTC,10209,702DOWN
DTC,10210,351DOWN
DTC,10211,548STLUP
DTC,10212,126UP
DTC,10213,449DOWN
DTC,10214,DW-1DOWN
DTC,10215,145UP
DTC,10216,203UP
DTC,10217,718STLDOWN
DTC,10218,932UP
DTC,10219,840UP
DTC,10220,61DOWN
DTC,10221,821SPLUP
DTC,10222,480UP
DTC,10223,480DOWN
DTC,10224,S-1UP
DTC,10225,232DOWN
DTC,10226,544AUP
DTC,10227,129UP
DTC,10228,804DOWN
DTC,10229,418AUP
DTC,10230,930DOWN
DTC,10231,DW-4DOWN
DTC,10232,S-1DOWN
DTC,10233,703UP
DTC,10234,166SPLDOWN
DTC,10235,EXPRESS-764ADOWN
DTC,10236,950UP
DTC,10237,BAHADURGARHTONDRLYSTGNO-2DOWN
DTC,10238,865UP
DTC,10239,NARELATERMINALTOBAHADURGARHUP
DTC,10240,120EUP
DTC,10241,GURGAONTOBADARPURBORDERDOWN
DTC,10242,352DOWN
DTC,10243,783DOWN
DTC,10244,83DOWN
DTC,10245,202UP
DTC,10246,830EXTDOWN
DTC,10247,950DOWN
DTC,10248,53DOWN
DTC,10249,0543A(NS)DOWN
DTC,10250,610SPLDOWN
DTC,10251,544ADOWN
DTC,10252,UTTAMNAGAR(T)TOGURGAONUP
DTC,10253,974UP
DTC,10254,518DOWN
DTC,10255,962SPLDOWN
DTC,10256,873UP
DTC,10257,907DOWN
DTC,10258,134DOWN
DTC,10259,197UP
DTC,10260,702UP
DTC,10261,615AUP
DTC,10262,GURGAONTOUTTAMNAGAR(T)DOWN
DTC,10263,925UP
DTC,10264,336ADOWN
DTC,10265,567ASPLDOWN
DTC,10266,922UP
DTC,10267,267DOWN
DTC,10268,EXPRESS-442AUP
DTC,10269,114BSPLUP
DTC,10270,353DOWN
DTC,10271,865DOWN
DTC,10272,442ADOWN
DTC,10273,DW-3DOWN
DTC,10274,906UP
DTC,10275,940STLDOWN
DTC,10276,973UP
DTC,10277,962SPLUP
DTC,10278,03UP
DTC,10279,183DOWN
DTC,10280,992UP
DTC,10281,442AUP
DTC,10282,356DOWN
DTC,10283,318DOWN
DTC,10284,906DOWN
DTC,10285,167UP
DTC,10286,615ADOWN
DTC,10287,353UP
DTC,10288,129DOWN
DTC,10289,167DOWN
DTC,10290,971STLUP
DTC,10291,932DOWN
DTC,10292,92DOWN
DTC,10293,336AUP
DTC,10294,792DOWN
DTC,10295,934AUP
DTC,10296,931UP
DTC,10297,821SPLDOWN
DTC,10298,804UP
DTC,10299,716UP
DTC,10300,449UP
DTC,10301,183UP
DTC,10302,114SPLUP
DTC,10303,356UP
DTC,10304,610SPLUP
DTC,10305,940STLUP
DTC,10306,117UP
DTC,10307,364UP
DTC,10308,922DOWN
DTC,10309,208DOWN
DTC,10310,39STLDOWN
DTC,10311,232UP
DTC,10312,971STLDOWN
DTC,10313,934ADOWN
DTC,10314,39STLUP
DTC,10315,144AUP
DTC,10316,445AUP
DTC,10317,AIRPORTEXP-4UP
DTC,10318,92UP
DTC,10319,134UP
DTC,10320,793DOWN
DTC,10321,548STLDOWN
DTC,10322,723UP
DTC,10323,208UP
DTC,10324,745AUP
DTC,10325,546DOWN
DTC,10326,197DOWN
DTC,10327,840DOWN
DTC,10328,974DOWN
DTC,10329,147DOWN
DTC,10330,EXPRESS-442CUP
DTC,10331,121DOWN
DTC,10332,BAHADURGARHTOKARAMPURATERMINALDOWN
DTC,10333,718STLUP
DTC,10334,158UP
DTC,10335,351UP
DTC,10336,546UP
DTC,10337,772UP
DTC,10338,83UP
DTC,10339,316UP
DTC,10340,793UP
DTC,10341,968UP
DTC,10342,567ASPLUP
DTC,10343,DW-5UP
DTC,10344,142DOWN
DTC,10345,EXPRESS-764AUP
DTC,10346,518UP
DTC,10347,772DOWN
DTC,10348,120EDOWN
DTC,10349,522ASPLDOWN
DTC,10350,905UP
DTC,10351,621ADOWN
DTC,10352,241DOWN
DTC,10353,233STLUP
DTC,10354,158DOWN
DTC,10355,925DOWN
DTC,10356,318UP
DTC,10357,GURGAONTOKAROLBAGHDOWN
DTC,10358,522ASPLUP
DTC,10359,911DOWN
DTC,10360,GURGAONTOANANDVIHARISBTDOWN
DTC,10361,792UP
DTC,10362,605SPLDOWN
DTC,10363,DW-4UP
DTC,10364,316DOWN
DTC,10365,418ADOWN
DTC,10366,164UP
DTC,10367,723DOWN
DTC,10368,ANANDVIHARISBTTOGURGAONUP
DTC,10369,EXPRESS-611BUP
DTC,10370,241UP
DTC,10371,AIRPORTEXP-4DOWN
DTC,10372,147UP
DTC,10373,117DOWN
DTC,10374,930UP
DTC,10375,145DOWN
DTC,10376,DW-3UP
DTC,10377,KARAMPURATERMINALTOBAHADURGARHUP
DTC,10378,BAHADURGARHTONARELATERMINALDOWN
DTC,10379,445ADOWN
DTC,10380,873DOWN
DTC,10381,991STLDOWN
DTC,10382,973DOWN
DTC,10383,716DOWN
DTC,10384,233UP
DTC,10385,126DOWN
DTC,10665,208AUP
DTC,10666,244DOWN
DTC,10667,243UP
DTC,10668,243DOWN
DTC,5000,8UP
DTC,5001,8AUP
DTC,5002,17UP
DTC,5003,19UP
DTC,5004,19AUP
DTC,5005,19BUP
DTC,5006,26UP
DTC,5007,33UP
DTC,5008,33AUP
DTC,5009,CUP 33.00
DTC,5010,34UP
DTC,5011,34AUP
DTC,5012,39UP
DTC,5013,39AUP
DTC,5014,47AUP
DTC,5015,73UP
DTC,5016,78UP
DTC,5017,82UP
DTC,5018,85UP
DTC,5019,85EXTUP
DTC,5020,88UP
DTC,5021,89UP
DTC,5022,100EXTUP
DTC,5023,100AUP
DTC,5024,103UP
DTC,5025,103STLUP
DTC,5026,105UP
DTC,5027,106UP
DTC,5028,106AUP
DTC,5029,107UP
DTC,5030,108UP
DTC,5031,109UP
DTC,5032,112UP
DTC,5033,113UP
DTC,5034,113EXTUP
DTC,5035,114UP
DTC,5036,114AUP
DTC,5037,114BUP
DTC,5038,114EXTUP
DTC,5039,115UP
DTC,5040,116UP
DTC,5041,116BUP
DTC,5042,118EXTUP
DTC,5043,119UP
DTC,5044,120UP
DTC,5045,120BUP
DTC,5046,124UP
DTC,5047,125UP
DTC,5048,127UP
DTC,5049,128UP
DTC,5050,130UP
DTC,5051,131UP
DTC,5052,133UP
DTC,5053,135UP
DTC,5054,136UP
DTC,5055,137UP
DTC,5056,138UP
DTC,5057,140UP
DTC,5058,144UP
DTC,5059,146UP
DTC,5060,148UP
DTC,5061,149UP
DTC,5062,154UP
DTC,5063,157UP
DTC,5064,159UP
DTC,5065,160UP
DTC,5066,162UP
DTC,5067,163UP
DTC,5068,165UP
DTC,5069,165AUP
DTC,5070,166UP
DTC,5071,169UP
DTC,5072,171UP
DTC,5073,172UP
DTC,5074,173UP
DTC,5075,174UP
DTC,5076,174STLUP
DTC,5077,175UP
DTC,5078,178UP
DTC,5079,179UP
DTC,5080,181UP
DTC,5081,181AUP
DTC,5082,182AUP
DTC,5083,184UP
DTC,5084,185UP
DTC,5085,188UP
DTC,5086,191UP
DTC,5087,192UP
DTC,5088,193UP
DTC,5089,194UP
DTC,5090,199UP
DTC,5091,205UP
DTC,5092,210UP
DTC,5093,211UP
DTC,5094,211AUP
DTC,5095,211BUP
DTC,5096,212UP
DTC,5097,213UP
DTC,5098,213AUP
DTC,5099,214UP
DTC,5100,218UP
DTC,5101,219UP
DTC,5102,219STLUP
DTC,5103,221UP
DTC,5104,227UP
DTC,5105,227AUP
DTC,5106,231UP
DTC,5107,234UP
DTC,5108,234AUP
DTC,5109,235UP
DTC,5110,236UP
DTC,5111,236EXTUP
DTC,5112,246UP
DTC,5113,247UP
DTC,5114,253UP
DTC,5115,254UP
DTC,5116,255UP
DTC,5117,258UP
DTC,5118,258SPLUP
DTC,5119,259UP
DTC,5120,261UP
DTC,5121,270UP
DTC,5122,271UP
DTC,5123,273UP
DTC,5124,274UP
DTC,5125,281UP
DTC,5126,306UP
DTC,5127,307UP
DTC,5128,307AUP
DTC,5129,309UP
DTC,5130,310UP
DTC,5131,313UP
DTC,5132,317UP
DTC,5133,319UP
DTC,5134,319AUP
DTC,5135,323UP
DTC,5136,333UP
DTC,5137,335UP
DTC,5138,336UP
DTC,5139,340UP
DTC,5140,341UP
DTC,5141,344UP
DTC,5142,347UP
DTC,5143,347AUP
DTC,5144,348UP
DTC,5145,349UP
DTC,5146,349AUP
DTC,5147,355UP
DTC,5148,357AUP
DTC,5149,374UP
DTC,5150,375UP
DTC,5151,378UP
DTC,5152,390UP
DTC,5153,391UP
DTC,5154,392UP
DTC,5155,392BUP
DTC,5156,398UP
DTC,5157,400UP
DTC,5158,402UP
DTC,5159,403UP
DTC,5160,405UP
DTC,5161,405AUP
DTC,5162,408UP
DTC,5163,410UP
DTC,5164,411UP
DTC,5165,413UP
DTC,5166,419UP
DTC,5167,423UP
DTC,5168,425UP
DTC,5169,427UP
DTC,5170,427AUP
DTC,5171,429UP
DTC,5172,433UP
DTC,5173,433AUP
DTC,5174,440UP
DTC,5175,440AUP
DTC,5176,442UP
DTC,5177,443UP
DTC,5178,443AUP
DTC,5179,445UP
DTC,5180,447UP
DTC,5181,448UP
DTC,5182,448AUP
DTC,5183,448BUP
DTC,5184,450UP
DTC,5185,460UP
DTC,5186,463UP
DTC,5187,465UP
DTC,5188,469UP
DTC,5189,473UP
DTC,5190,473AUP
DTC,5191,479UP
DTC,5192,490UP
DTC,5193,492UP
DTC,5194,493UP
DTC,5195,500UP
DTC,5196,501UP
DTC,5197,502UP
DTC,5198,503UP
DTC,5199,505UP
DTC,5200,506UP
DTC,5201,506STLUP
DTC,5202,507UP
DTC,5203,511UP
DTC,5204,511AUP
DTC,5205,512UP
DTC,5206,516UP
DTC,5207,517UP
DTC,5208,519UP
DTC,5209,520UP
DTC,5210,521UP
DTC,5211,522UP
DTC,5212,522SPLUP
DTC,5213,522AUP
DTC,5214,522ASPL.UP
DTC,5215,523UP
DTC,5216,525UP
DTC,5217,525STLUP
DTC,5218,529SPLUP
DTC,5219,534UP
DTC,5220,534AUP
DTC,5221,CUP 534.00
DTC,5222,536UP
DTC,5223,539UP
DTC,5224,539AUP
DTC,5225,539KUP
DTC,5226,540UP
DTC,5227,542UP
DTC,5228,543UP
DTC,5229,543AUP
DTC,5230,544UP
DTC,5231,548UP
DTC,5232,567UP
DTC,5233,567AUP
DTC,5234,568UP
DTC,5235,568AUP
DTC,5236,569UP
DTC,5237,569EXTUP
DTC,5238,578UP
DTC,5239,578AUP
DTC,5240,580UP
DTC,5241,588UP
DTC,5242,588AUP
DTC,5243,604UP
DTC,5244,605UP
DTC,5245,610UP
DTC,5246,610AUP
DTC,5247,610BUP
DTC,5248,611UP
DTC,5249,611AUP
DTC,5250,CUP 611.00
DTC,5251,615UP
DTC,5252,620UP
DTC,5253,621UP
DTC,5254,623UP
DTC,5255,623AUP
DTC,5256,623BUP
DTC,5257,624AUP
DTC,5258,630UP
DTC,5259,631UP
DTC,5260,632UP
DTC,5261,680UP
DTC,5262,701UP
DTC,5263,708UP
DTC,5264,708AUP
DTC,5265,711UP
DTC,5266,711AUP
DTC,5267,715UP
DTC,5268,717UP
DTC,5269,717AUP
DTC,5270,717BUP
DTC,5271,718UP
DTC,5272,720UP
DTC,5273,721UP
DTC,5274,722UP
DTC,5275,724UP
DTC,5276,724AUP
DTC,5277,CUP 724.00
DTC,5278,724EXTUP
DTC,5279,725UP
DTC,5280,727UP
DTC,5281,728UP
DTC,5282,729UP
DTC,5283,740UP
DTC,5284,740AUP
DTC,5285,740EXTUP
DTC,5286,740BUP
DTC,5287,741UP
DTC,5288,741AUP
DTC,5289,745UP
DTC,5290,753UP
DTC,5291,761UP
DTC,5292,764UP
DTC,5293,764EXTUP
DTC,5294,765UP
DTC,5295,770AUP
DTC,5296,770BUP
DTC,5297,773UP
DTC,5298,778UP
DTC,5299,778AUP
DTC,5300,781UP
DTC,5301,790UP
DTC,5302,794UP
DTC,5303,794AUP
DTC,5304,801UP
DTC,5305,803UP
DTC,5306,804AUP
DTC,5307,808UP
DTC,5308,809UP
DTC,5309,810UP
DTC,5310,813UP
DTC,5311,816UP
DTC,5312,816AUP
DTC,5313,817UP
DTC,5314,818UP
DTC,5315,819UP
DTC,5316,820UP
DTC,5317,821UP
DTC,5318,825UP
DTC,5319,825AUP
DTC,5320,826UP
DTC,5321,827UP
DTC,5322,828UP
DTC,5323,828AUP
DTC,5324,829UP
DTC,5325,832UP
DTC,5326,835UP
DTC,5327,838UP
DTC,5328,842UP
DTC,5329,844UP
DTC,5330,845UP
DTC,5331,848UP
DTC,5332,849UP
DTC,5333,853UP
DTC,5334,857UP
DTC,5335,861AUP
DTC,5336,863UP
DTC,5337,864UP
DTC,5338,871UP
DTC,5339,872UP
DTC,5340,876UP
DTC,5341,878UP
DTC,5342,879UP
DTC,5343,879AUP
DTC,5344,879BUP
DTC,5345,882UP
DTC,5346,882AUP
DTC,5347,883UP
DTC,5348,887UP
DTC,5349,889UP
DTC,5350,891UP
DTC,5351,894UP
DTC,5352,901UP
DTC,5353,908UP
DTC,5354,910UP
DTC,5355,910AUP
DTC,5356,912UP
DTC,5357,915UP
DTC,5358,917UP
DTC,5359,918UP
DTC,5360,921UP
DTC,5361,921EXTUP
DTC,5362,923UP
DTC,5363,924UP
DTC,5364,926UP
DTC,5365,928UP
DTC,5366,929UP
DTC,5367,934UP
DTC,5368,935UP
DTC,5369,937AUP
DTC,5370,938AUP
DTC,5371,938BUP
DTC,5372,939UP
DTC,5373,940UP
DTC,5374,940AUP
DTC,5375,941UP
DTC,5376,943UP
DTC,5377,944UP
DTC,5378,947UP
DTC,5379,947AUP
DTC,5380,948UP
DTC,5381,949UP
DTC,5382,949AUP
DTC,5383,949EXTUP
DTC,5384,951UP
DTC,5385,953UP
DTC,5386,954UP
DTC,5387,957UP
DTC,5388,957AUP
DTC,5389,962UP
DTC,5390,962AUP
DTC,5391,962BUP
DTC,5392,963UP
DTC,5393,966UP
DTC,5394,966EXTUP
DTC,5395,966BUP
DTC,5396,970UP
DTC,5397,970AUP
DTC,5398,970BUP
DTC,5399,CUP 970.00
DTC,5400,971UP
DTC,5401,971AUP
DTC,5402,972UP
DTC,5403,972AUP
DTC,5404,972BUP
DTC,5405,975UP
DTC,5406,978UP
DTC,5407,979UP
DTC,5408,980UP
DTC,5409,982UP
DTC,5410,984AUP
DTC,5411,985UP
DTC,5412,988UP
DTC,5413,990UP
DTC,5414,990AUP
DTC,5415,990BUP
DTC,5416,990EXTUP
DTC,5417,GL-22UP
DTC,5418,GL-23UP
DTC,5419,GL-90UP
DTC,5420,GL-91UP
DTC,5421,RL-75UP
DTC,5422,RL-77UP
DTC,5423,RL-77AUP
DTC,5424,RL-77BUP
DTC,5425,RL-77EXTUP
DTC,5426,RL-79UP
DTC,5427,YMS(+)UP
DTC,5428,OMS(+)UP
DTC,5429,TMS(+)UP
DTC,5430,WESTDELHIMUDRIKA(+)UP
DTC,5431,GRAMINMUDRIKA(+)UP
DTC,5432,BAWANACIRCULARSEWA(+)UP
DTC,5433,BYPASSEXPRESSUP
DTC,5434,AIRPORTEXP.-4UP
DTC,5435,AIRPORTSHUTTLESERVICEUP
DTC,5436,012(NS)UP
DTC,5437,044(NS)UP
DTC,5438,072(NS)UP
DTC,5439,0114(NS)UP
DTC,5440,0118EXT(NS)UP
DTC,5441,0131(NS)UP
DTC,5442,0205(NS)UP
DTC,5443,0236(NS)UP
DTC,5444,0261(NS)UP
DTC,5445,0405(NS)UP
DTC,5446,0419(NS)UP
DTC,5447,0502(NS)UP
DTC,5448,0543A(NS)UP
DTC,5449,0604(NS)UP
DTC,5450,0729(NS)UP
DTC,5451,0740(NS)UP
DTC,5452,0753(NS)UP
DTC,5453,0901(NS)UP
DTC,5454,0926(NS)UP
DTC,5455,0929(NS)UP
DTC,5456,0943(NS)UP
DTC,5457,0GL-23(NS)UP
DTC,5458,0OMS(+)(NS)UP
DTC,5459,0TMS(+)(NS)UP
DTC,5460,0AIRPORTEXP-4(NS)UP
DTC,5461,EXPRESS-344UP
DTC,5462,EXPRESS-970UP
DTC,5463,EXPRESS-727AUP
DTC,5464,EXPRESS-85AUP
DTC,5465,EXPRESS-91UP
DTC,5466,8DOWN
DTC,5467,8ADOWN
DTC,5468,17DOWN
DTC,5469,19DOWN
DTC,5470,19ADOWN
DTC,5471,19BDOWN
DTC,5472,26DOWN
DTC,5473,33DOWN
DTC,5474,33ADOWN
DTC,5475,33CDOWN
DTC,5476,34DOWN
DTC,5477,34ADOWN
DTC,5478,39DOWN
DTC,5479,39ADOWN
DTC,5480,47ADOWN
DTC,5481,73DOWN
DTC,5482,78DOWN
DTC,5483,82DOWN
DTC,5484,85DOWN
DTC,5485,85EXTDOWN
DTC,5486,88DOWN
DTC,5487,89DOWN
DTC,5488,100EXTDOWN
DTC,5489,100ADOWN
DTC,5490,103DOWN
DTC,5491,103STLDOWN
DTC,5492,105DOWN
DTC,5493,106DOWN
DTC,5494,106ADOWN
DTC,5495,107DOWN
DTC,5496,108DOWN
DTC,5497,109DOWN
DTC,5498,112DOWN
DTC,5499,113DOWN
DTC,5500,113EXTDOWN
DTC,5501,114DOWN
DTC,5502,114ADOWN
DTC,5503,114BDOWN
DTC,5504,114EXTDOWN
DTC,5505,115DOWN
DTC,5506,116DOWN
DTC,5507,116BDOWN
DTC,5508,118EXTDOWN
DTC,5509,119DOWN
DTC,5510,120DOWN
DTC,5511,120BDOWN
DTC,5512,124DOWN
DTC,5513,125DOWN
DTC,5514,127DOWN
DTC,5515,128DOWN
DTC,5516,130DOWN
DTC,5517,131DOWN
DTC,5518,133DOWN
DTC,5519,135DOWN
DTC,5520,136DOWN
DTC,5521,137DOWN
DTC,5522,138DOWN
DTC,5523,140DOWN
DTC,5524,144DOWN
DTC,5525,146DOWN
DTC,5526,148DOWN
DTC,5527,149DOWN
DTC,5528,154DOWN
DTC,5529,157DOWN
DTC,5530,159DOWN
DTC,5531,160DOWN
DTC,5532,162DOWN
DTC,5533,163DOWN
DTC,5534,165DOWN
DTC,5535,165ADOWN
DTC,5536,166DOWN
DTC,5537,169DOWN
DTC,5538,171DOWN
DTC,5539,172DOWN
DTC,5540,173DOWN
DTC,5541,174DOWN
DTC,5542,174STLDOWN
